2,A,BR,長榮航空              ,  17, C4,2018/03/20,05:00:00,2018/03/20,05:40:00,SFO,San Francisco,舊金山,已到ARRIVED            ,B777-300,,,,   ,    
2,A,TG,泰國航空              ,6331, C4,2018/03/20,05:00:00,2018/03/20,05:40:00,SFO,San Francisco,舊金山,已到ARRIVED            ,        ,,,,   ,    
2,A,SQ,新加坡航空            ,5817, C4,2018/03/20,05:00:00,2018/03/20,05:40:00,SFO,San Francisco,舊金山,已到ARRIVED            ,        ,,,,   ,    
2,A,AV,哥倫比亞              ,4504, C4,2018/03/20,05:00:00,2018/03/20,05:40:00,SFO,San Francisco,舊金山,已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              ,  55, C6,2018/03/20,05:00:00,2018/03/20,04:36:22,ORD,Chicago,芝加哥,已到ARRIVED            ,B777-300,,,,   ,    
2,A,SQ,新加坡航空            ,5821, C6,2018/03/20,05:00:00,2018/03/20,04:36:22,ORD,Chicago,芝加哥,已到ARRIVED            ,        ,,,,   ,    
2,A,TG,泰國航空              ,6349, C6,2018/03/20,05:00:00,2018/03/20,04:36:22,ORD,Chicago,芝加哥,已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              ,  35, C3,2018/03/20,05:10:00,2018/03/20,04:39:21,YYZ,Toronto,多倫多,已到ARRIVED            ,B777-300,,,,   ,    
2,A,SQ,新加坡航空            ,5835, C3,2018/03/20,05:10:00,2018/03/20,04:39:21,YYZ,Toronto,多倫多,已到ARRIVED            ,        ,,,,   ,    
2,A,TG,泰國航空              ,6347, C3,2018/03/20,05:10:00,2018/03/20,04:39:21,YYZ,Toronto,多倫多,已到ARRIVED            ,        ,,,,   ,    
2,A,CI,中華航空              ,   7, D8,2018/03/20,05:10:00,2018/03/20,05:26:00,LAX,Los Angeles,洛杉磯,已到ARRIVED            ,B777-300,,,,   ,    
2,A,VN,越南航空              ,2033, D8,2018/03/20,05:10:00,2018/03/20,05:26:00,LAX,Los Angeles,洛杉磯,已到ARRIVED            ,        ,,,,   ,    
2,A,DL,達美航空              ,7730, D8,2018/03/20,05:10:00,2018/03/20,05:26:00,LAX,Los Angeles,洛杉磯,已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              ,  25, D2,2018/03/20,05:20:00,2018/03/20,05:47:26,SEA,Seattle,西雅圖,已到ARRIVED            ,B777-300,,,,   ,    
2,A,TG,泰國航空              ,6337, D2,2018/03/20,05:20:00,2018/03/20,05:47:26,SEA,Seattle,西雅圖,已到ARRIVED            ,        ,,,,   ,    
2,A,SQ,新加坡航空            ,5825, D2,2018/03/20,05:20:00,2018/03/20,05:47:26,SEA,Seattle,西雅圖,已到ARRIVED            ,        ,,,,   ,    
1,A,VJ,越捷航空              , 840, B2,2018/03/20,05:25:00,2018/03/20,05:06:18,SGN,Ho Chi Minh,胡志明市,已到ARRIVED            ,A321-200,,,,   ,    
2,A,CI,中華航空              ,  31, A6,2018/03/20,05:30:00,2018/03/20,05:21:00,YVR,Vancouver,溫哥華,已到ARRIVED            ,A350-900,,,,   ,    
2,A,VN,越南航空              ,2035, A6,2018/03/20,05:30:00,2018/03/20,05:21:00,YVR,Vancouver,溫哥華,已到ARRIVED            ,        ,,,,   ,    
1,A,TR,酷航                  , 898, B8,2018/03/20,05:30:00,2018/03/20,05:10:50,SIN,Singapore,新加坡,已到ARRIVED            ,B787-8  ,,,,   ,    
2,A,BR,長榮航空              ,  27, B9,2018/03/20,05:30:00,2018/03/20,06:12:25,SFO,San Francisco,舊金山,已到ARRIVED            ,B777-300,,,,   ,    
2,A,TG,泰國航空              ,6333, B9,2018/03/20,05:30:00,2018/03/20,06:12:25,SFO,San Francisco,舊金山,已到ARRIVED            ,        ,,,,   ,    
2,A,AV,哥倫比亞              ,4510, B9,2018/03/20,05:30:00,2018/03/20,06:12:25,SFO,San Francisco,舊金山,已到ARRIVED            ,        ,,,,   ,    
2,A,SQ,新加坡航空            ,5827, B9,2018/03/20,05:30:00,2018/03/20,06:12:25,SFO,San Francisco,舊金山,已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              ,  31, C1,2018/03/20,05:30:00,2018/03/20,05:29:54,JFK,New York,紐約,已到ARRIVED            ,B777-300,,,,   ,    
2,A,AV,哥倫比亞              ,4506, C1,2018/03/20,05:30:00,2018/03/20,05:29:54,JFK,New York,紐約,已到ARRIVED            ,        ,,,,   ,    
2,A,TG,泰國航空              ,6343, C1,2018/03/20,05:30:00,2018/03/20,05:29:54,JFK,New York,紐約,已到ARRIVED            ,        ,,,,   ,    
2,A,SQ,新加坡航空            ,5831, C1,2018/03/20,05:30:00,2018/03/20,05:29:54,JFK,New York,紐約,已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              ,   9, C8,2018/03/20,05:35:00,2018/03/20,06:19:17,YVR,Vancouver,溫哥華,已到ARRIVED            ,B777-300,,,,   ,    
2,A,SQ,新加坡航空            ,5809, C8,2018/03/20,05:35:00,2018/03/20,06:19:17,YVR,Vancouver,溫哥華,已到ARRIVED            ,        ,,,,   ,    
2,A,TG,泰國航空              ,6345, C8,2018/03/20,05:35:00,2018/03/20,06:19:17,YVR,Vancouver,溫哥華,已到ARRIVED            ,        ,,,,   ,    
2,A,CI,中華航空              ,  58, D4,2018/03/20,05:35:00,2018/03/20,05:59:00,MEL,Melbourne,墨爾本,已到ARRIVED            ,A330-300,CHC,CHC,基督城,   ,    
2,A,QF,澳洲航空              , 360, D4,2018/03/20,05:35:00,2018/03/20,05:59:00,MEL,Melbourne,墨爾本,已到ARRIVED            ,        ,CHC,CHC,基督城,   ,    
2,A,BR,長榮航空              ,  11, C7,2018/03/20,05:40:00,2018/03/20,06:01:57,LAX,Los Angeles,洛杉磯,已到ARRIVED            ,B777-300,,,,   ,    
2,A,AV,哥倫比亞              ,4500, C7,2018/03/20,05:40:00,2018/03/20,06:01:57,LAX,Los Angeles,洛杉磯,已到ARRIVED            ,        ,,,,   ,    
2,A,TG,泰國航空              ,6325, C7,2018/03/20,05:40:00,2018/03/20,06:01:57,LAX,Los Angeles,洛杉磯,已到ARRIVED            ,        ,,,,   ,    
2,A,SQ,新加坡航空            ,5811, C7,2018/03/20,05:40:00,2018/03/20,06:01:57,LAX,Los Angeles,洛杉磯,已到ARRIVED            ,        ,,,,   ,    
1,A,CI,中華航空              ,  64, A4,2018/03/20,05:50:00,2018/03/20,05:16:00,VIE,Vienna,維也納,已到ARRIVED            ,A350-900,,,,   ,    
2,A,CI,中華航空              ,  11, A7,2018/03/20,05:50:00,2018/03/20,05:18:00,JFK,New York,紐約,已到ARRIVED            ,B777-300,,,,   ,    
2,A,VN,越南航空              ,3009, A7,2018/03/20,05:50:00,2018/03/20,05:18:00,JFK,New York,紐約,已到ARRIVED            ,        ,,,,   ,    
2,A,CI,中華航空              ,  54, D9,2018/03/20,05:50:00,2018/03/20,05:36:00,BNE,Brisbane,布理斯班,已到ARRIVED            ,A330-300,AKL,Auckland,奧克蘭,   ,    
2,A,QF,澳洲航空              , 387, D9,2018/03/20,05:50:00,2018/03/20,05:36:00,BNE,Brisbane,布理斯班,已到ARRIVED            ,        ,AKL,Auckland,奧克蘭,   ,    
2,A,CI,中華航空              ,   3, D5,2018/03/20,05:55:00,2018/03/20,06:06:00,SFO,San Francisco,舊金山,已到ARRIVED            ,B777-300,,,,   ,    
2,A,VN,越南航空              ,2031, D5,2018/03/20,05:55:00,2018/03/20,06:06:00,SFO,San Francisco,舊金山,已到ARRIVED            ,        ,,,,   ,    
2,A,DL,達美航空              ,7731, D5,2018/03/20,05:55:00,2018/03/20,06:06:00,SFO,San Francisco,舊金山,已到ARRIVED            ,        ,,,,   ,    
2,A,GA,印尼航空              ,9065, D5,2018/03/20,05:55:00,2018/03/20,06:06:00,SFO,San Francisco,舊金山,已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              , 262,C5R,2018/03/20,06:00:00,2018/03/20,06:04:45,MNL,Manila,馬尼拉,已到ARRIVED            ,A321-200,,,,   ,    
2,A,BR,長榮航空              ,  15, C6,2018/03/20,06:05:00,2018/03/20,06:14:57,LAX,Los Angeles,洛杉磯,已到ARRIVED            ,B777-300,,,,   ,    
2,A,SQ,新加坡航空            ,5815, C6,2018/03/20,06:05:00,2018/03/20,06:14:57,LAX,Los Angeles,洛杉磯,已到ARRIVED            ,        ,,,,   ,    
2,A,TG,泰國航空              ,6327, C6,2018/03/20,06:05:00,2018/03/20,06:14:57,LAX,Los Angeles,洛杉磯,已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              ,  51,C10,2018/03/20,06:10:00,2018/03/20,06:36:06,IAH,Houston,休士頓,已到ARRIVED            ,B777-300,,,,   ,    
2,A,TG,泰國航空              ,6339,C10,2018/03/20,06:10:00,2018/03/20,06:36:06,IAH,Houston,休士頓,已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              ,2382, C3,2018/03/20,06:10:00,2018/03/20,05:44:25,SGN,Ho Chi Minh,胡志明市,已到ARRIVED            ,        ,,,,   ,    
2,A,B7,立榮航空              ,  30, C3,2018/03/20,06:10:00,2018/03/20,05:44:25,SGN,Ho Chi Minh,胡志明市,已到ARRIVED            ,B777-300,,,,   ,    
1,A,CI,中華航空              ,  62, D1,2018/03/20,06:10:00,2018/03/20,06:09:00,FRA,Frankfurt,法蘭克福,已到ARRIVED            ,B777-300,,,,   ,    
1,A,JW,香草航空              , 102,B1R,2018/03/20,06:30:00,2018/03/20,06:21:36,SGN,Ho Chi Minh,胡志明市,已到ARRIVED            ,A320    ,,,,   ,    
1,A,CI,中華航空              ,  74, A7,2018/03/20,06:40:00,2018/03/20,06:43:00,AMS,Amsterdam,阿姆斯特丹,已到ARRIVED            ,A350-900,,,,   ,    
1,A,KL,荷蘭航空              , 209, A7,2018/03/20,06:40:00,2018/03/20,06:43:00,AMS,Amsterdam,阿姆斯特丹,已到ARRIVED            ,        ,,,,   ,    
1,A,UX,歐洲航空              ,3001, A7,2018/03/20,06:40:00,2018/03/20,06:43:00,AMS,Amsterdam,阿姆斯特丹,已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              , 206, B9,2018/03/20,06:50:00,2018/03/20,06:26:26,BKK,Bangkok,曼谷(BKK),已到ARRIVED            ,A330-300,,,,   ,    
2,A,TG,泰國航空              ,6306, B9,2018/03/20,06:50:00,2018/03/20,06:26:26,BKK,Bangkok,曼谷(BKK),已到ARRIVED            ,        ,,,,   ,    
2,A,AI,印度航空              ,7064, B9,2018/03/20,06:50:00,2018/03/20,06:26:26,BKK,Bangkok,曼谷(BKK),已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              ,  88, C2,2018/03/20,07:00:00,2018/03/20,06:59:33,CDG,Paris,巴黎,已到ARRIVED            ,B777-300,,,,   ,    
1,A,XW,酷鳥航空              , 182, B2,2018/03/20,07:05:00,2018/03/20,07:16:45,DMK,DMK,廊曼,已到ARRIVED            ,B777-200,,,,   ,    
2,A,BR,長榮航空              ,  66, C3,2018/03/20,07:15:00,2018/03/20,06:47:15,VIE,Vienna,維也納,已到ARRIVED            ,B777-300,,,,   ,    
1,A,SL,泰國獅子航空          , 398, A2,2018/03/20,08:00:00,2018/03/20,07:38:51,DMK,DMK,廊曼,已到ARRIVED            ,B737-900,,,,   ,    
1,A,IT,台灣虎航              , 217, A1,2018/03/20,08:05:00,2018/03/20,07:35:11,HND,Haneda,羽田,已到ARRIVED            ,A320-232,,,,   ,    
1,A,MM,樂桃航空              , 859, B3,2018/03/20,08:50:00,2018/03/20,08:37:10,HND,Haneda,羽田,已到ARRIVED            ,A320    ,,,,   ,    
2,A,BR,長榮航空              , 149,D10,2018/03/20,08:50:00,2018/03/20,08:29:42,ICN,Incheon,仁川,已到ARRIVED            ,A321-200,,,,   ,    
2,A,OZ,韓亞航空              ,6877,D10,2018/03/20,08:50:00,2018/03/20,08:29:42,ICN,Incheon,仁川,已到ARRIVED            ,        ,,,,   ,    
2,A,TG,泰國航空              ,6395,D10,2018/03/20,08:50:00,2018/03/20,08:29:42,ICN,Incheon,仁川,已到ARRIVED            ,        ,,,,   ,    
1,A,MM,樂桃航空              , 921, A8,2018/03/20,09:10:00,2018/03/20,09:23:09,OKA,Okinawa,琉球(沖繩),已到ARRIVED            ,A320    ,,,,   ,    
2,A,BR,長榮航空              , 828, C7,2018/03/20,09:10:00,2018/03/20,09:19:41,HKG,Hong Kong,香港,已到ARRIVED            ,A321-200,,,,   ,    
2,A,HX,香港航空              ,1828, C7,2018/03/20,09:10:00,2018/03/20,09:19:41,HKG,Hong Kong,香港,已到ARRIVED            ,        ,,,,   ,    
1,A,PR,菲律賓航空            , 896, A1,2018/03/20,09:25:00,2018/03/20,09:26:04,MNL,Manila,馬尼拉,已到ARRIVED            ,A321    ,,,,   ,    
1,A,CI,中華航空              ,9802, A1,2018/03/20,09:25:00,2018/03/20,09:26:04,MNL,Manila,馬尼拉,已到ARRIVED            ,        ,,,,   ,    
1,A,AK,馬亞洲航空            ,1510, A5,2018/03/20,09:25:00,2018/03/20,09:01:29,BKI,Kota Kinabalu,亞庇,已到ARRIVED            ,A320    ,,,,   ,    
1,A,CI,中華航空              , 922, A4,2018/03/20,09:30:00,2018/03/20,09:40:00,HKG,Hong Kong,香港,已到ARRIVED            ,A330-300,,,,   ,    
1,A,Z2,菲亞航                ,7124, A6,2018/03/20,09:45:00,2018/03/20,09:37:02,CEB,Cebu,宿霧,已到ARRIVED            ,A320    ,,,,   ,    
1,A,KA,國泰港龍              , 486, B4,2018/03/20,09:45:00,2018/03/20,09:44:10,HKG,Hong Kong,香港,已到ARRIVED            ,A321    ,,,,   ,    
1,A,CX,國泰航空              ,5486, B4,2018/03/20,09:45:00,2018/03/20,09:44:10,HKG,Hong Kong,香港,已到ARRIVED            ,        ,,,,   ,    
1,A,NX,澳門航空              , 602, B1,2018/03/20,09:50:00,2018/03/20,09:34:42,MFM,Macau,澳門,已到ARRIVED            ,A320    ,,,,   ,    
2,A,MU,東方航空              ,2909, D1,2018/03/20,09:55:00,2018/03/20,10:01:42,CZX,Changzhou,常州,已到ARRIVED            ,A320    ,,,,   ,    
1,A,IT,台灣虎航              , 231, A5,2018/03/20,10:05:00,2018/03/20,09:47:26,OKA,Okinawa,琉球(沖繩),已到ARRIVED            ,A320-232,,,,   ,    
1,A,MM,樂桃航空              ,  23, B3,2018/03/20,10:05:00,2018/03/20,09:57:47,KIX,Osaka Kansai,大阪/關西,已到ARRIVED            ,A320    ,,,,   ,    
1,A,KE,大韓航空              , 697, A3,2018/03/20,10:15:00,2018/03/20,09:51:23,PUS,Busan,釜山,已到ARRIVED            ,B737-900,,,,   ,    
1,A,CI,中華航空              ,9697, A3,2018/03/20,10:15:00,2018/03/20,09:51:23,PUS,Busan,釜山,已到ARRIVED            ,        ,,,,   ,    
1,A,CX,國泰航空              , 474, B6,2018/03/20,10:15:00,2018/03/20,10:07:57,HKG,Hong Kong,香港,已到ARRIVED            ,A350-900,,,,   ,    
1,A,KA,國泰港龍              ,5474, B6,2018/03/20,10:15:00,2018/03/20,10:07:57,HKG,Hong Kong,香港,已到ARRIVED            ,        ,,,,   ,    
2,A,MU,東方航空              ,2009, D3,2018/03/20,10:20:00,2018/03/20,10:14:57,NGB,Ningbo,寧波,已到ARRIVED            ,A320    ,,,,   ,    
2,A,AE,華信航空              ,5004, D3,2018/03/20,10:20:00,2018/03/20,10:14:57,NGB,Ningbo,寧波,已到ARRIVED            ,        ,,,,   ,    
2,A,MF,廈門航空              , 887, C1,2018/03/20,10:25:00,2018/03/20,10:17:02,XMN,Xiamen,廈門,已到ARRIVED            ,B737    ,,,,   ,    
2,A,AE,華信航空              ,5100, C1,2018/03/20,10:25:00,2018/03/20,10:17:02,XMN,Xiamen,廈門,已到ARRIVED            ,        ,,,,   ,    
2,A,MF,廈門航空              , 879, C3,2018/03/20,10:25:00,2018/03/20,10:24:06,FOC,Fuzhou,福州,已到ARRIVED            ,B737    ,,,,   ,    
1,A,9C,春秋航空              ,8951, B2,2018/03/20,10:30:00,2018/03/20,10:45:00,PVG,Shanghai/Pudong,上海/浦東,已到ARRIVED            ,A320-200,,,,   ,    
1,A,TR,酷航                  , 892, B5,2018/03/20,10:30:00,2018/03/20,10:10:14,SIN,Singapore,新加坡,已到ARRIVED            ,B787-8  ,,,,   ,    
1,A,SQ,新加坡航空            ,8384, B5,2018/03/20,10:30:00,2018/03/20,10:10:14,SIN,Singapore,新加坡,已到ARRIVED            ,        ,,,,   ,    
1,A,MI,勝安航空              ,8384, B5,2018/03/20,10:30:00,2018/03/20,10:10:14,SIN,Singapore,新加坡,已到ARRIVED            ,        ,,,,   ,    
2,A,MF,廈門航空              , 859, C2,2018/03/20,10:45:00,2018/03/20,10:27:12,JJN,JinJiang,泉州晉江,已到ARRIVED            ,B737    ,,,,   ,    
2,A,CI,中華航空              , 113, A7,2018/03/20,10:50:00,2018/03/20,10:36:00,HIJ,Hiroshima,廣島,已到ARRIVED            ,B737-800,,,,   ,    
2,A,JL,日本航空              ,5119, A7,2018/03/20,10:50:00,2018/03/20,10:36:00,HIJ,Hiroshima,廣島,已到ARRIVED            ,        ,,,,   ,    
2,A,CZ,南方航空              ,3023, D4,2018/03/20,10:50:00,2018/03/20,10:50:39,CGO,Zhengzhou,鄭州,已到ARRIVED            ,B737    ,,,,   ,    
2,A,AE,華信航空              ,5994, D4,2018/03/20,10:50:00,2018/03/20,10:50:39,CGO,Zhengzhou,鄭州,已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              , 113, C6,2018/03/20,10:55:00,2018/03/20,10:47:56,OKA,Okinawa,琉球(沖繩),已到ARRIVED            ,A321-200,,,,   ,    
2,A,NH,全日本空輸            ,5835, C6,2018/03/20,10:55:00,2018/03/20,10:47:56,OKA,Okinawa,琉球(沖繩),已到ARRIVED            ,        ,,,,   ,    
2,A,HX,香港航空              , 252, C9,2018/03/20,10:55:00,2018/03/20,10:39:41,HKG,Hong Kong,香港,已到ARRIVED            ,A350-900,,,,   ,    
2,A,BR,長榮航空              ,2898, C9,2018/03/20,10:55:00,2018/03/20,10:39:41,HKG,Hong Kong,香港,已到ARRIVED            ,        ,,,,   ,    
1,A,KE,大韓航空              , 691, A6,2018/03/20,11:00:00,2018/03/20,10:42:11,ICN,Incheon,仁川,已到ARRIVED            ,B747-800,,,,   ,    
1,A,CI,中華航空              ,9065, A6,2018/03/20,11:00:00,2018/03/20,10:42:11,ICN,Incheon,仁川,已到ARRIVED            ,        ,,,,   ,    
1,A,DL,達美航空              ,7694, A6,2018/03/20,11:00:00,2018/03/20,10:42:11,ICN,Incheon,仁川,已到ARRIVED            ,        ,,,,   ,    
1,A,IT,台灣虎航              , 302,B1R,2018/03/20,11:00:00,2018/03/20,10:56:32,MFM,Macau,澳門,已到ARRIVED            ,A320-232,,,,   ,    
1,A,CX,國泰航空              , 530, B8,2018/03/20,11:00:00,2018/03/20,11:01:15,HKG,Hong Kong,香港,已到ARRIVED            ,B777-200,,,,   ,    
1,A,KA,國泰港龍              ,5530, B8,2018/03/20,11:00:00,2018/03/20,11:01:15,HKG,Hong Kong,香港,已到ARRIVED            ,        ,,,,   ,    
2,A,ZH,深圳航空              ,9075, A9,2018/03/20,11:05:00,2018/03/20,10:53:04,WUX,Wuxi,無錫,已到ARRIVED            ,B737    ,,,,   ,    
1,A,CX,國泰航空              , 421, B9,2018/03/20,11:10:00,2018/03/20,11:03:50,ICN,Incheon,仁川,已到ARRIVED            ,A330-300,,,,   ,    
2,A,MU,東方航空              ,2049, D5,2018/03/20,11:10:00,2018/03/20,10:58:59,HFE,Hefei,合肥,已到ARRIVED            ,A320    ,,,,   ,    
2,A,CI,中華航空              ,8028, D5,2018/03/20,11:10:00,2018/03/20,10:58:59,HFE,Hefei,合肥,已到ARRIVED            ,        ,,,,   ,    
2,A,CZ,南方航空              ,3021, D7,2018/03/20,11:10:00,2018/03/20,11:58:22,KWE,Guiyang,貴陽,已到ARRIVED            ,B737    ,,,,   ,    
2,A,CA,中國國際              , 149,D10,2018/03/20,11:20:00,2018/03/20,11:27:45,HGH,Hangzhou,杭州,已到ARRIVED            ,A321    ,,,,   ,    
2,A,BR,長榮航空              ,2771,D10,2018/03/20,11:20:00,2018/03/20,11:27:45,HGH,Hangzhou,杭州,已到ARRIVED            ,        ,,,,   ,    
2,A,MU,東方航空              ,5011, C4,2018/03/20,11:25:00,2018/03/20,11:21:03,TYN,TAIYUAN,太原,已到ARRIVED            ,B737    ,,,,   ,    
1,A,LJ,真航空                ,  81, B7,2018/03/20,11:30:00,2018/03/20,11:13:59,ICN,Incheon,仁川,已到ARRIVED            ,B777    ,,,,   ,    
1,A,KE,大韓航空              ,5755, B7,2018/03/20,11:30:00,2018/03/20,11:13:59,ICN,Incheon,仁川,已到ARRIVED            ,        ,,,,   ,    
2,A,BR,長榮航空              , 892, C5,2018/03/20,11:30:00,2018/03/20,11:51:18,HKG,Hong Kong,香港,已到ARRIVED            ,A321-200,,,,   ,    
2,A,HX,香港航空              ,1892, C5,2018/03/20,11:30:00,2018/03/20,11:51:18,HKG,Hong Kong,香港,已到ARRIVED            ,        ,,,,   ,    
2,A,OZ,韓亞航空              , 711, C7,2018/03/20,11:30:00,2018/03/20,11:37:42,ICN,Incheon,仁川,已到ARRIVED            ,A330    ,,,,   ,    
2,A,BR,長榮航空              ,2147, C7,2018/03/20,11:30:00,2018/03/20,11:37:42,ICN,Incheon,仁川,已到ARRIVED            ,        ,,,,   ,    
1,A,OD,馬印航空              , 632, B1,2018/03/20,11:35:00,2018/03/20,12:15:15,KUL,Kuala Lumpur,吉隆坡,已到ARRIVED            ,B737-900,,,,   ,    
2,A,JL,日本航空              , 813, D2,2018/03/20,11:40:00,2018/03/20,11:23:35,KIX,Osaka Kansai,大阪/關西,已到ARRIVED            ,B787-8  ,,,,   ,    
2,A,CI,中華航空              ,9913, D2,2018/03/20,11:40:00,2018/03/20,11:23:35,KIX,Osaka Kansai,大阪/關西,已到ARRIVED            ,        ,,,,   ,    
2,A,CA,中國國際              , 185, D9,2018/03/20,11:40:00,2018/03/20,11:49:36,PEK,Beijing,北京,已到ARRIVED            ,A321    ,,,,   ,    
2,A,BR,長榮航空              ,2761, D9,2018/03/20,11:40:00,2018/03/20,11:49:36,PEK,Beijing,北京,已到ARRIVED            ,        ,,,,   ,    
1,A,CX,國泰航空              , 450, B6,2018/03/20,11:45:00,2018/03/20,11:34:28,HKG,Hong Kong,香港,已到ARRIVED            ,B777-300,,,,   ,    
1,A,KA,國泰港龍              ,5450, B6,2018/03/20,11:45:00,2018/03/20,11:34:28,HKG,Hong Kong,香港,已到ARRIVED            ,        ,,,,   ,    
2,A,MU,東方航空              ,2013, D6,2018/03/20,11:45:00,2018/03/20,12:00:54,LHW,Lanzhou,蘭州,已到ARRIVED            ,A320    ,,,,   ,    
1,A,3K,捷星航空              , 721, A1,2018/03/20,11:50:00,2018/03/20,11:44:23,SIN,Singapore,新加坡,已到ARRIVED            ,A320    ,,,,   ,    
1,A,QF,澳洲航空              ,4267, A1,2018/03/20,11:50:00,2018/03/20,11:44:23,SIN,Singapore,新加坡,已到ARRIVED            ,        ,,,,   ,    
1,A,HO,吉祥航空              ,1309, B3,2018/03/20,11:50:00,2018/03/20,11:32:17,PVG,Shanghai/Pudong,上海/浦東,已到ARRIVED            ,A320    ,,,,   ,    
1,A,VN,越南航空              , 576, A2,2018/03/20,11:55:00,2018/03/20,11:47:11,HAN,Hanoi,河內,已到ARRIVED            ,A321    ,,,,   ,    
1,A,CI,中華航空              ,9122, A2,2018/03/20,11:55:00,2018/03/20,11:47:11,HAN,Hanoi,河內,已到ARRIVED            ,        ,,,,   ,    
